YEAR,IRSEX,CATAG7,INCOME,EDUCCAT2,Nervous_99,Nervous_1,Nervous_2,Nervous_3,Nervous_4,Nervous_5,Nervous_94,Nervous_97,Nervous_85,Nervous_98,Nervous_89,Nervous_skip,Nervous_any,Nervous_no,Nervous_others,num_people,Hopeless_99,Hopeless_1,Hopeless_2,Hopeless_3,Hopeless_4,Hopeless_5,Hopeless_94,Hopeless_97,Hopeless_85,Hopeless_98,Hopeless_89,Hopeless_skip,Hopeless_any,Hopeless_no,Hopeless_others,Restless_99,Restless_1,Restless_2,Restless_3,Restless_4,Restless_5,Restless_94,Restless_97,Restless_85,Restless_98,Restless_89,Restless_skip,Restless_any,Restless_no,Restless_others
2003,1,7,2,3,NA,NA,20,77,186,180,1,2,NA,NA,NA,NA,283,180,3,466,NA,6,15,40,72,332,1,NA,NA,NA,NA,NA,133,332,1,NA,1,16,52,145,250,2,NA,NA,NA,NA,NA,214,250,2
2003,1,7,2,4,NA,5,24,65,136,110,1,NA,NA,NA,NA,NA,230,110,1,341,NA,2,12,31,63,232,1,NA,NA,NA,NA,NA,108,232,1,NA,2,14,54,109,161,1,NA,NA,NA,NA,NA,179,161,1
2003,1,7,3,1,NA,1,3,6,40,50,NA,NA,NA,NA,NA,NA,50,50,NA,100,NA,1,5,5,11,78,NA,NA,NA,NA,NA,NA,22,78,NA,NA,2,4,12,19,63,NA,NA,NA,NA,NA,NA,37,63,NA
2003,1,7,3,2,NA,5,21,64,169,187,1,NA,NA,NA,NA,NA,259,187,1,447,NA,3,15,32,62,332,2,1,NA,NA,NA,NA,112,332,3,NA,7,11,63,128,236,1,1,NA,NA,NA,NA,209,236,2
2003,1,7,3,3,NA,3,18,59,140,142,4,1,NA,NA,NA,NA,220,142,5,367,NA,3,9,33,59,260,3,NA,NA,NA,NA,NA,104,260,3,NA,2,14,45,114,189,2,1,NA,NA,NA,NA,175,189,3
2003,1,7,3,4,NA,6,18,67,147,121,NA,2,NA,NA,NA,NA,238,121,2,361,NA,2,15,23,49,269,NA,3,NA,NA,NA,NA,89,269,3,NA,5,16,50,114,173,NA,3,NA,NA,NA,NA,185,173,3
2003,1,7,4,1,NA,NA,1,3,24,27,NA,NA,NA,1,NA,NA,28,27,1,56,NA,NA,1,2,9,43,NA,NA,NA,1,NA,NA,12,43,1,NA,NA,NA,8,11,36,NA,NA,NA,1,NA,NA,19,36,1
2003,1,7,4,2,NA,3,19,41,118,134,1,NA,NA,NA,NA,NA,181,134,1,316,NA,4,7,22,38,244,1,NA,NA,NA,NA,NA,71,244,1,NA,7,12,38,77,181,1,NA,NA,NA,NA,NA,134,181,1
2003,1,7,4,3,NA,2,12,48,154,137,1,NA,NA,NA,NA,NA,216,137,1,354,NA,3,7,20,47,277,NA,NA,NA,NA,NA,NA,77,277,NA,NA,2,9,47,109,187,NA,NA,NA,NA,NA,NA,167,187,NA
2003,1,7,4,4,NA,1,38,179,413,304,2,1,NA,NA,NA,NA,631,304,3,938,NA,1,17,52,137,730,1,NA,NA,NA,NA,NA,207,730,1,NA,4,21,100,334,478,1,NA,NA,NA,NA,NA,459,478,1
2003,2,1,1,5,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,NA,NA,NA,585,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,NA,NA,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,NA,NA,NA
2003,2,1,2,5,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA,1078,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA,1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,NA,NA,NA
2003,2,1,3,5,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,NA,NA,NA,552,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,NA,NA,NA,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,NA,NA,NA
2003,2,1,4,5,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,NA,NA,NA,704,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,NA,NA,NA,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,NA,NA,NA
2003,2,2,1,5,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA
2003,2,2,2,5,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,1039,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA
2003,2,2,3,5,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA,574,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA
2003,2,2,4,5,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,NA,NA,NA,757,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,NA,NA,NA,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,NA,NA,NA
2003,2,3,1,5,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,NA,NA,NA,548,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,NA,NA,NA,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,NA,NA,NA
2003,2,3,2,5,1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,NA,NA,NA,1064,1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,NA,NA,NA,1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,NA,NA,NA
2003,2,3,3,5,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA,598,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA
2003,2,3,4,5,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA,705,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA
2003,2,4,1,1,NA,18,52,57,126,118,4,4,NA,NA,NA,NA,253,118,8,379,NA,28,42,51,71,179,4,4,NA,NA,NA,NA,192,179,8,NA,24,39,65,84,159,4,4,NA,NA,NA,NA,212,159,8
2003,2,4,1,2,NA,17,69,158,233,136,6,5,NA,NA,NA,NA,477,136,11,624,NA,27,68,94,155,275,3,2,NA,NA,NA,NA,344,275,5,NA,28,68,127,183,211,4,3,NA,NA,NA,NA,406,211,7
2003,2,4,1,3,NA,15,47,156,210,101,3,1,NA,NA,NA,NA,428,101,4,533,NA,20,51,89,130,240,2,1,NA,NA,NA,NA,290,240,3,NA,14,49,121,187,157,3,2,NA,NA,NA,NA,371,157,5
2003,2,4,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2003,2,4,2,1,NA,20,39,73,121,88,3,NA,NA,NA,NA,NA,253,88,3,344,NA,22,45,65,70,137,5,NA,NA,NA,NA,NA,202,137,5,NA,24,28,69,89,129,4,1,NA,NA,NA,NA,210,129,5
2003,2,4,2,2,NA,18,55,140,203,147,3,2,NA,NA,NA,NA,416,147,5,568,NA,24,50,103,128,260,1,2,NA,NA,NA,NA,305,260,3,NA,19,60,108,147,230,2,2,NA,NA,NA,NA,334,230,4
2003,2,4,2,3,NA,4,28,67,114,57,3,2,NA,NA,NA,NA,213,57,5,275,NA,4,33,49,63,121,3,2,NA,NA,NA,NA,149,121,5,NA,6,23,51,92,98,3,2,NA,NA,NA,NA,172,98,5
2003,2,4,2,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2003,2,4,3,1,NA,2,15,25,38,19,2,1,NA,NA,NA,NA,80,19,3,102,NA,5,19,20,20,36,2,NA,NA,NA,NA,NA,64,36,2,NA,4,11,20,32,32,3,NA,NA,NA,NA,NA,67,32,3
2003,2,4,3,2,NA,7,26,49,68,45,NA,1,NA,NA,NA,NA,150,45,1,196,NA,7,25,34,41,88,NA,1,NA,NA,NA,NA,107,88,1,NA,12,17,33,52,81,NA,1,NA,NA,NA,NA,114,81,1
2003,2,4,3,3,NA,5,12,43,50,28,1,NA,NA,NA,NA,NA,110,28,1,139,NA,8,12,28,28,62,1,NA,NA,NA,NA,NA,76,62,1,NA,4,9,28,49,47,1,1,NA,NA,NA,NA,90,47,2
2003,2,4,3,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA
2003,2,4,4,1,NA,3,13,33,39,26,NA,NA,NA,NA,NA,NA,88,26,NA,114,NA,6,9,20,25,54,NA,NA,NA,NA,NA,NA,60,54,NA,NA,3,13,16,44,38,NA,NA,NA,NA,NA,NA,76,38,NA
2003,2,4,4,2,NA,5,19,59,66,31,3,3,NA,NA,NA,NA,149,31,6,186,NA,6,21,36,47,72,1,3,NA,NA,NA,NA,110,72,4,NA,2,22,38,59,61,1,3,NA,NA,NA,NA,121,61,4
2003,2,4,4,3,NA,3,22,59,83,38,NA,NA,NA,NA,NA,NA,167,38,NA,205,NA,4,15,34,61,91,NA,NA,NA,NA,NA,NA,114,91,NA,NA,2,20,38,74,70,NA,1,NA,NA,NA,NA,134,70,1
2003,2,5,1,1,NA,33,57,84,163,145,2,2,NA,NA,NA,NA,337,145,4,486,NA,44,47,73,78,240,3,1,NA,NA,NA,NA,242,240,4,NA,29,35,89,105,225,2,1,NA,NA,NA,NA,258,225,3
2003,2,5,1,2,NA,32,73,114,180,190,1,1,NA,NA,NA,NA,399,190,2,591,NA,39,76,76,115,283,1,1,NA,NA,NA,NA,306,283,2,NA,25,55,91,156,262,1,1,NA,NA,NA,NA,327,262,2
2003,2,5,1,3,NA,11,84,182,283,145,1,2,NA,NA,NA,NA,560,145,3,708,NA,25,80,108,176,315,2,2,NA,NA,NA,NA,389,315,4,NA,14,66,158,240,224,4,2,NA,NA,NA,NA,478,224,6
2003,2,5,1,4,NA,12,48,125,131,54,1,NA,NA,NA,NA,NA,316,54,1,371,NA,10,44,65,79,173,NA,NA,NA,NA,NA,NA,198,173,NA,NA,12,41,86,126,106,NA,NA,NA,NA,NA,NA,265,106,NA
2003,2,5,2,1,NA,15,41,63,114,104,4,NA,NA,NA,NA,NA,233,104,4,341,NA,29,43,49,60,159,1,NA,NA,NA,NA,NA,181,159,1,NA,22,35,60,67,153,4,NA,NA,NA,NA,NA,184,153,4
2003,2,5,2,2,NA,28,74,179,335,258,3,2,NA,NA,NA,NA,616,258,5,879,NA,35,93,130,185,433,3,NA,NA,NA,NA,NA,443,433,3,NA,28,78,142,223,405,2,1,NA,NA,NA,NA,471,405,3
2003,2,5,2,3,NA,22,83,178,306,175,1,1,NA,NA,NA,NA,589,175,2,766,NA,28,82,114,171,367,3,1,NA,NA,NA,NA,395,367,4,NA,25,73,160,208,296,3,1,NA,NA,NA,NA,466,296,4
2003,2,5,2,4,NA,6,55,131,199,76,NA,1,NA,NA,NA,NA,391,76,1,468,NA,9,35,76,115,231,NA,2,NA,NA,NA,NA,235,231,2,NA,11,37,103,175,140,1,1,NA,NA,NA,NA,326,140,2
2003,2,5,3,1,NA,3,5,6,22,10,NA,NA,NA,NA,NA,NA,36,10,NA,46,NA,2,4,4,13,22,NA,1,NA,NA,NA,NA,23,22,1,NA,3,4,5,12,21,NA,1,NA,NA,NA,NA,24,21,1
2003,2,5,3,2,NA,3,24,42,76,64,1,NA,NA,NA,NA,NA,145,64,1,210,NA,13,16,27,48,106,NA,NA,NA,NA,NA,NA,104,106,NA,NA,9,20,36,49,95,1,NA,NA,NA,NA,NA,114,95,1
2003,2,5,3,3,NA,7,26,67,106,72,NA,NA,NA,NA,NA,NA,206,72,NA,278,NA,7,22,32,56,160,NA,1,NA,NA,NA,NA,117,160,1,NA,4,25,43,85,120,1,NA,NA,NA,NA,NA,157,120,1
2003,2,5,3,4,NA,3,17,57,77,45,1,NA,NA,1,NA,NA,154,45,2,201,NA,7,13,29,34,116,1,NA,NA,1,NA,NA,83,116,2,NA,6,14,37,66,75,2,NA,NA,1,NA,NA,123,75,3
2003,2,5,4,1,NA,1,3,3,9,8,1,NA,NA,NA,NA,NA,16,8,1,25,NA,2,2,4,8,9,NA,NA,NA,NA,NA,NA,16,9,NA,NA,1,3,2,10,8,1,NA,NA,NA,NA,NA,16,8,1
2003,2,5,4,2,NA,4,11,26,44,30,1,NA,NA,NA,NA,NA,85,30,1,116,NA,5,14,18,25,51,3,NA,NA,NA,NA,NA,62,51,3,NA,5,9,21,35,44,2,NA,NA,NA,NA,NA,70,44,2
2003,2,5,4,3,NA,5,26,44,94,46,1,NA,NA,NA,NA,NA,169,46,1,216,NA,7,21,21,46,119,2,NA,NA,NA,NA,NA,95,119,2,NA,8,17,35,75,79,2,NA,NA,NA,NA,NA,135,79,2
2003,2,5,4,4,NA,2,25,45,90,37,NA,1,NA,NA,NA,NA,162,37,1,200,NA,2,9,26,62,99,1,1,NA,NA,NA,NA,99,99,2,NA,2,13,39,77,67,1,1,NA,NA,NA,NA,131,67,2
2003,2,6,1,1,NA,16,21,44,64,79,7,1,NA,NA,NA,NA,145,79,8,232,NA,14,18,32,59,104,4,1,NA,NA,NA,NA,123,104,5,NA,13,11,33,66,104,4,1,NA,NA,NA,NA,123,104,5
2003,2,6,1,2,NA,10,23,30,53,64,1,1,NA,NA,NA,NA,116,64,2,182,NA,15,14,24,37,92,NA,NA,NA,NA,NA,NA,90,92,NA,NA,7,22,25,48,80,NA,NA,NA,NA,NA,NA,102,80,NA
2003,2,6,1,3,NA,7,17,38,36,23,NA,NA,NA,NA,NA,NA,98,23,NA,121,NA,11,18,21,24,46,1,NA,NA,NA,NA,NA,74,46,1,NA,8,15,26,30,41,1,NA,NA,NA,NA,NA,79,41,1
2003,2,6,1,4,NA,1,9,20,17,11,NA,NA,NA,NA,NA,NA,47,11,NA,58,NA,2,5,8,19,24,NA,NA,NA,NA,NA,NA,34,24,NA,NA,1,4,14,27,12,NA,NA,NA,NA,NA,NA,46,12,NA
2003,2,6,2,1,NA,7,18,34,52,62,2,NA,NA,NA,NA,NA,111,62,2,175,NA,12,11,16,33,100,2,1,NA,NA,NA,NA,72,100,3,NA,7,18,29,33,85,2,1,NA,NA,NA,NA,87,85,3
2003,2,6,2,2,NA,19,55,99,124,137,1,3,NA,NA,NA,NA,297,137,4,438,NA,20,38,55,85,238,NA,2,NA,NA,NA,NA,198,238,2,NA,16,35,74,112,198,NA,3,NA,NA,NA,NA,237,198,3
2003,2,6,2,3,NA,11,35,84,140,89,1,1,NA,NA,NA,NA,270,89,2,361,NA,15,28,63,87,167,NA,1,NA,NA,NA,NA,193,167,1,NA,12,26,71,98,153,NA,1,NA,NA,NA,NA,207,153,1
2003,2,6,2,4,NA,4,32,76,93,44,2,1,NA,NA,NA,NA,205,44,3,252,NA,6,17,43,74,109,2,1,NA,NA,NA,NA,140,109,3,NA,4,19,50,84,92,2,1,NA,NA,NA,NA,157,92,3
2003,2,6,3,1,NA,4,2,6,13,9,2,NA,NA,NA,NA,NA,25,9,2,36,NA,3,3,5,7,17,1,NA,NA,NA,NA,NA,18,17,1,NA,2,3,4,13,13,1,NA,NA,NA,NA,NA,22,13,1
2003,2,6,3,2,NA,1,16,32,56,33,1,NA,NA,NA,NA,NA,105,33,1,139,NA,4,9,21,29,75,1,NA,NA,NA,NA,NA,63,75,1,NA,4,7,29,44,54,1,NA,NA,NA,NA,NA,84,54,1
2003,2,6,3,3,NA,6,14,39,83,43,1,NA,NA,NA,NA,NA,142,43,1,186,NA,6,11,23,28,118,NA,NA,NA,NA,NA,NA,68,118,NA,NA,6,12,35,56,76,1,NA,NA,NA,NA,NA,109,76,1
2003,2,6,3,4,NA,6,22,68,107,48,NA,NA,NA,NA,NA,NA,203,48,NA,251,NA,7,13,33,49,149,NA,NA,NA,NA,NA,NA,102,149,NA,NA,5,19,54,75,97,1,NA,NA,NA,NA,NA,153,97,1
2003,2,6,4,1,NA,NA,1,NA,3,6,1,NA,NA,NA,NA,NA,4,6,1,11,NA,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,3,8,NA
2003,2,6,4,2,NA,NA,7,15,21,21,1,NA,NA,NA,NA,NA,43,21,1,65,NA,2,5,10,10,38,NA,NA,NA,NA,NA,NA,27,38,NA,NA,1,4,14,18,28,NA,NA,NA,NA,NA,NA,37,28,NA
2003,2,6,4,3,NA,2,16,36,60,34,NA,1,NA,NA,NA,NA,114,34,1,149,NA,4,11,21,27,85,NA,1,NA,NA,NA,NA,63,85,1,NA,2,14,33,40,58,1,1,NA,NA,NA,NA,89,58,2
2003,2,6,4,4,NA,4,34,71,130,67,1,NA,NA,NA,NA,NA,239,67,1,307,NA,2,15,27,65,197,1,NA,NA,NA,NA,NA,109,197,1,NA,3,8,52,103,140,1,NA,NA,NA,NA,NA,166,140,1
2003,2,7,1,1,NA,33,68,124,159,179,9,1,NA,NA,NA,NA,384,179,10,573,NA,31,40,94,101,300,6,1,NA,NA,NA,NA,266,300,7,NA,33,37,105,146,242,9,1,NA,NA,NA,NA,321,242,10
2003,2,7,1,2,NA,29,52,112,158,144,6,1,NA,1,NA,NA,351,144,8,503,NA,28,35,87,73,273,3,3,NA,1,NA,NA,223,273,7,NA,28,40,93,138,196,6,1,NA,1,NA,NA,299,196,8
2003,2,7,1,3,NA,19,34,46,93,56,2,1,NA,NA,NA,NA,192,56,3,251,NA,16,22,37,43,132,1,NA,NA,NA,NA,NA,118,132,1,NA,12,21,51,70,95,2,NA,NA,NA,NA,NA,154,95,2
2003,2,7,1,4,NA,5,10,23,29,28,1,NA,NA,NA,NA,NA,67,28,1,96,NA,8,5,16,17,49,1,NA,NA,NA,NA,NA,46,49,1,NA,3,4,24,23,40,2,NA,NA,NA,NA,NA,54,40,2
2003,2,7,2,1,NA,10,40,61,150,168,5,1,NA,NA,NA,NA,261,168,6,435,NA,14,27,43,73,274,4,NA,NA,NA,NA,NA,157,274,4,NA,5,27,62,109,229,3,NA,NA,NA,NA,NA,203,229,3
2003,2,7,2,2,NA,38,108,233,433,335,4,7,NA,NA,NA,NA,812,335,11,1158,NA,25,66,116,235,709,3,4,NA,NA,NA,NA,442,709,7,NA,27,67,192,357,508,3,4,NA,NA,NA,NA,643,508,7
2003,2,7,2,3,NA,19,74,164,277,167,3,2,NA,1,NA,NA,534,167,6,707,NA,19,45,80,149,410,2,1,NA,1,NA,NA,293,410,4,NA,15,45,127,232,284,2,1,NA,1,NA,NA,419,284,4
2003,2,7,2,4,NA,6,34,108,159,89,2,NA,NA,NA,NA,NA,307,89,2,398,NA,8,24,61,66,238,1,NA,NA,NA,NA,NA,159,238,1,NA,7,20,80,128,163,NA,NA,NA,NA,NA,NA,235,163,NA
2003,2,7,3,1,NA,4,6,19,28,27,1,NA,NA,NA,NA,NA,57,27,1,85,NA,3,5,12,14,51,NA,NA,NA,NA,NA,NA,34,51,NA,NA,3,4,14,19,45,NA,NA,NA,NA,NA,NA,40,45,NA
2003,2,7,3,2,NA,9,41,83,199,113,NA,1,NA,NA,NA,NA,332,113,1,446,NA,7,20,50,73,295,NA,1,NA,NA,NA,NA,150,295,1,NA,9,18,72,143,202,1,1,NA,NA,NA,NA,242,202,2
2003,2,7,3,3,NA,10,48,104,154,102,3,NA,NA,NA,NA,NA,316,102,3,421,NA,14,20,52,78,255,2,NA,NA,NA,NA,NA,164,255,2,NA,10,30,74,130,175,2,NA,NA,NA,NA,NA,244,175,2
2003,2,7,3,4,NA,3,33,100,152,87,2,NA,NA,NA,NA,NA,288,87,2,377,NA,4,10,43,83,234,2,1,NA,NA,NA,NA,140,234,3,NA,2,14,60,134,164,2,1,NA,NA,NA,NA,210,164,3
2003,2,7,4,1,NA,NA,6,7,13,10,1,NA,NA,NA,NA,NA,26,10,1,37,NA,1,NA,5,8,22,1,NA,NA,NA,NA,NA,14,22,1,NA,NA,NA,10,14,12,1,NA,NA,NA,NA,NA,24,12,1
2003,2,7,4,2,NA,7,29,69,122,89,NA,2,NA,NA,NA,NA,227,89,2,318,NA,3,11,29,69,206,NA,NA,NA,NA,NA,NA,112,206,NA,NA,5,21,46,108,137,NA,1,NA,NA,NA,NA,180,137,1
2003,2,7,4,3,NA,5,28,108,173,120,3,NA,NA,NA,NA,NA,314,120,3,437,NA,3,19,47,75,291,2,NA,NA,NA,NA,NA,144,291,2,NA,2,24,76,128,206,1,NA,NA,NA,NA,NA,230,206,1
2003,2,7,4,4,NA,10,67,212,407,183,1,1,1,NA,NA,NA,696,183,3,882,NA,6,24,89,164,596,1,1,1,NA,NA,NA,283,596,3,NA,8,32,133,305,400,2,1,1,NA,NA,NA,478,400,4
2004,1,1,1,5,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA,530,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA
2004,1,1,2,5,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045,NA,NA,NA,1045,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045,NA,NA,NA,1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045,NA,NA,NA
2004,1,1,3,5,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,NA,NA,NA,646,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,NA,NA,NA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,NA,NA,NA
2004,1,1,4,5,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,835,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA
2004,1,2,1,5,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,NA,NA,NA,547,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,NA,NA,NA,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,NA,NA,NA
2004,1,2,2,5,1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,NA,NA,NA,1098,1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,NA,NA,NA,1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,NA,NA,NA
2004,1,2,3,5,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,NA,NA,NA,681,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,NA,NA,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,NA,NA,NA
2004,1,2,4,5,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,NA,NA,NA,876,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,NA,NA,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,NA,NA,NA
2004,1,3,1,5,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,535,NA,NA,1,536,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,535,NA,NA,1,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,535,NA,NA,1
2004,1,3,2,5,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,NA,NA,NA,1014,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,NA,NA,NA,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,NA,NA,NA
2004,1,3,3,5,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,NA,NA,NA,602,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,NA,NA,NA,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,NA,NA,NA
2004,1,3,4,5,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,NA,NA,NA,920,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,NA,NA,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,NA,NA,NA
2004,1,4,1,1,NA,18,29,42,100,126,7,NA,NA,NA,NA,NA,189,126,7,322,NA,18,30,40,66,163,5,NA,NA,NA,NA,NA,154,163,5,NA,17,24,44,71,160,4,2,NA,NA,NA,NA,156,160,6
2004,1,4,1,2,NA,11,50,116,229,160,NA,5,NA,NA,NA,NA,406,160,5,571,NA,21,50,74,115,307,NA,4,NA,NA,NA,NA,260,307,4,NA,19,47,100,155,246,NA,4,NA,NA,NA,NA,321,246,4
2004,1,4,1,3,NA,7,34,99,140,71,1,NA,NA,NA,NA,NA,280,71,1,352,NA,8,29,59,90,166,NA,NA,NA,NA,NA,NA,186,166,NA,NA,10,34,77,109,122,NA,NA,NA,NA,NA,NA,230,122,NA
2004,1,4,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA
2004,1,4,2,1,NA,21,50,76,126,144,1,3,NA,1,NA,NA,273,144,5,422,NA,23,44,62,79,209,NA,4,NA,1,NA,NA,208,209,5,NA,19,43,65,95,196,NA,3,NA,1,NA,NA,222,196,4
2004,1,4,2,2,NA,12,35,82,171,169,5,NA,NA,NA,NA,NA,300,169,5,474,NA,13,40,67,85,266,3,NA,NA,NA,NA,NA,205,266,3,NA,18,28,70,108,247,3,NA,NA,NA,NA,NA,224,247,3
2004,1,4,2,3,NA,5,24,52,78,48,1,2,NA,NA,NA,NA,159,48,3,210,NA,8,22,31,46,101,1,1,NA,NA,NA,NA,107,101,2,NA,6,22,48,53,79,1,1,NA,NA,NA,NA,129,79,2
2004,1,4,3,1,NA,5,20,33,56,46,1,NA,NA,NA,NA,NA,114,46,1,161,NA,4,20,21,36,78,2,NA,NA,NA,NA,NA,81,78,2,NA,6,19,26,46,63,1,NA,NA,NA,NA,NA,97,63,1
2004,1,4,3,2,NA,10,26,51,87,72,2,2,NA,NA,NA,NA,174,72,4,250,NA,7,17,40,42,141,1,2,NA,NA,NA,NA,106,141,3,NA,13,29,32,67,105,2,2,NA,NA,NA,NA,141,105,4
2004,1,4,3,3,NA,3,8,37,40,23,NA,NA,NA,NA,NA,NA,88,23,NA,111,NA,3,9,13,28,58,NA,NA,NA,NA,NA,NA,53,58,NA,NA,3,12,20,40,36,NA,NA,NA,NA,NA,NA,75,36,NA
