YEAR,IRSEX,CATAG7,INCOME,EDUCCAT2,Nervous_99,Nervous_1,Nervous_2,Nervous_3,Nervous_4,Nervous_5,Nervous_94,Nervous_97,Nervous_85,Nervous_98,Nervous_89,Nervous_skip,Nervous_any,Nervous_no,Nervous_others,num_people,Hopeless_99,Hopeless_1,Hopeless_2,Hopeless_3,Hopeless_4,Hopeless_5,Hopeless_94,Hopeless_97,Hopeless_85,Hopeless_98,Hopeless_89,Hopeless_skip,Hopeless_any,Hopeless_no,Hopeless_others,Restless_99,Restless_1,Restless_2,Restless_3,Restless_4,Restless_5,Restless_94,Restless_97,Restless_85,Restless_98,Restless_89,Restless_skip,Restless_any,Restless_no,Restless_others
2005,2,4,1,2,NA,26,77,155,186,129,3,3,NA,NA,NA,NA,444,129,6,579,NA,35,78,108,138,213,2,5,NA,NA,NA,NA,359,213,7,NA,37,82,141,144,168,3,4,NA,NA,NA,NA,404,168,7
2005,2,4,1,3,NA,17,78,182,177,78,3,2,NA,NA,NA,NA,454,78,5,537,NA,21,66,121,147,174,3,5,NA,NA,NA,NA,355,174,8,NA,20,88,157,157,107,4,4,NA,NA,NA,NA,422,107,8
2005,2,4,1,4,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,4,1,NA,5,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,4,1,NA
2005,2,4,2,1,NA,23,42,65,92,84,NA,1,NA,NA,NA,NA,222,84,1,307,NA,39,37,57,57,116,NA,1,NA,NA,NA,NA,190,116,1,NA,37,31,69,60,106,2,2,NA,NA,NA,NA,197,106,4
2005,2,4,2,2,NA,28,91,139,182,139,2,NA,NA,NA,NA,NA,440,139,2,581,NA,38,68,123,134,215,3,NA,NA,NA,NA,NA,363,215,3,NA,45,80,122,148,183,2,1,NA,NA,NA,NA,395,183,3
2005,2,4,2,3,NA,15,53,76,91,60,2,NA,NA,NA,NA,NA,235,60,2,297,NA,16,33,65,72,109,2,NA,NA,NA,NA,NA,186,109,2,NA,19,46,71,75,83,3,NA,NA,NA,NA,NA,211,83,3
2005,2,4,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2005,2,4,3,1,NA,3,16,22,31,27,NA,1,NA,NA,NA,NA,72,27,1,100,NA,5,11,21,24,38,NA,1,NA,NA,NA,NA,61,38,1,NA,7,10,23,30,29,NA,1,NA,NA,NA,NA,70,29,1
2005,2,4,3,2,NA,9,18,44,60,40,2,1,NA,NA,NA,NA,131,40,3,174,NA,14,16,36,39,67,1,1,NA,NA,NA,NA,105,67,2,NA,13,20,44,48,47,1,1,NA,NA,NA,NA,125,47,2
2005,2,4,3,3,NA,5,25,53,39,18,NA,NA,NA,NA,NA,NA,122,18,NA,140,NA,6,9,42,39,44,NA,NA,NA,NA,NA,NA,96,44,NA,NA,9,13,42,38,38,NA,NA,NA,NA,NA,NA,102,38,NA
2005,2,4,4,1,NA,4,19,35,35,29,3,NA,NA,1,NA,NA,93,29,4,126,NA,6,23,22,23,49,2,NA,NA,1,NA,NA,74,49,3,NA,8,23,22,36,34,2,NA,NA,1,NA,NA,89,34,3
2005,2,4,4,2,NA,15,36,71,95,40,NA,NA,NA,NA,NA,NA,217,40,NA,257,NA,19,31,47,75,84,NA,1,NA,NA,NA,NA,172,84,1,NA,20,47,56,72,60,NA,2,NA,NA,NA,NA,195,60,2
2005,2,4,4,3,NA,21,38,76,71,40,1,1,NA,NA,NA,NA,206,40,2,248,NA,22,30,40,62,91,2,1,NA,NA,NA,NA,154,91,3,NA,21,39,56,85,44,2,1,NA,NA,NA,NA,201,44,3
2005,2,4,4,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2005,2,5,1,1,NA,40,53,99,125,167,6,NA,1,NA,NA,NA,317,167,7,491,NA,41,56,77,101,210,5,NA,1,NA,NA,NA,275,210,6,NA,43,48,87,108,198,6,NA,1,NA,NA,NA,286,198,7
2005,2,5,1,2,NA,33,73,135,169,185,4,2,NA,NA,NA,NA,410,185,6,601,NA,42,70,91,132,262,2,2,NA,NA,NA,NA,335,262,4,NA,44,70,109,144,230,2,2,NA,NA,NA,NA,367,230,4
2005,2,5,1,3,NA,32,127,201,211,124,1,NA,NA,NA,NA,NA,571,124,1,696,NA,40,100,139,171,246,NA,NA,NA,NA,NA,NA,450,246,NA,NA,41,120,183,191,160,1,NA,NA,NA,NA,NA,535,160,1
2005,2,5,1,4,NA,20,55,119,122,40,NA,NA,NA,NA,NA,NA,316,40,NA,356,NA,9,33,98,90,126,NA,NA,NA,NA,NA,NA,230,126,NA,NA,17,49,106,116,68,NA,NA,NA,NA,NA,NA,288,68,NA
2005,2,5,2,1,NA,19,28,69,92,103,1,NA,1,NA,NA,NA,208,103,2,313,NA,30,28,50,64,139,1,NA,1,NA,NA,NA,172,139,2,NA,28,26,42,80,134,2,NA,1,NA,NA,NA,176,134,3
2005,2,5,2,2,NA,51,86,203,243,216,4,NA,NA,1,NA,NA,583,216,5,804,NA,50,95,149,180,326,2,1,NA,1,NA,NA,474,326,4,NA,52,98,168,218,264,3,NA,NA,1,NA,NA,536,264,4
2005,2,5,2,3,NA,36,106,214,280,172,NA,2,NA,NA,NA,NA,636,172,2,810,NA,43,78,147,221,317,NA,4,NA,NA,NA,NA,489,317,4,NA,41,118,181,224,243,NA,3,NA,NA,NA,NA,564,243,3
2005,2,5,2,4,NA,14,78,169,157,71,NA,NA,NA,NA,NA,NA,418,71,NA,489,NA,8,54,110,140,177,NA,NA,NA,NA,NA,NA,312,177,NA,NA,17,69,158,141,104,NA,NA,NA,NA,NA,NA,385,104,NA
2005,2,5,3,1,NA,1,5,6,12,14,NA,1,NA,1,NA,NA,24,14,2,40,NA,4,5,6,6,18,NA,NA,NA,1,NA,NA,21,18,1,NA,3,4,6,11,14,NA,1,NA,1,NA,NA,24,14,2
2005,2,5,3,2,NA,10,21,54,76,41,1,NA,NA,NA,NA,NA,161,41,1,203,NA,7,30,38,49,77,2,NA,NA,NA,NA,NA,124,77,2,NA,11,27,52,53,59,1,NA,NA,NA,NA,NA,143,59,1
2005,2,5,3,3,NA,10,49,92,101,65,1,NA,NA,NA,NA,NA,252,65,1,318,NA,17,39,62,82,118,NA,NA,NA,NA,NA,NA,200,118,NA,NA,16,48,79,94,81,NA,NA,NA,NA,NA,NA,237,81,NA
2005,2,5,3,4,NA,12,32,79,85,37,NA,NA,NA,NA,NA,NA,208,37,NA,245,NA,7,22,44,59,113,NA,NA,NA,NA,NA,NA,132,113,NA,NA,11,33,59,84,58,NA,NA,NA,NA,NA,NA,187,58,NA
2005,2,5,4,1,NA,1,4,10,15,9,NA,NA,NA,NA,NA,NA,30,9,NA,39,NA,1,5,9,7,17,NA,NA,NA,NA,NA,NA,22,17,NA,NA,NA,4,10,10,15,NA,NA,NA,NA,NA,NA,24,15,NA
2005,2,5,4,2,NA,6,17,38,40,27,1,NA,NA,NA,NA,NA,101,27,1,129,NA,9,15,26,25,54,NA,NA,NA,NA,NA,NA,75,54,NA,NA,11,12,31,34,40,1,NA,NA,NA,NA,NA,88,40,1
2005,2,5,4,3,NA,19,42,96,98,56,1,1,NA,NA,NA,NA,255,56,2,313,NA,20,31,60,79,121,1,1,NA,NA,NA,NA,190,121,2,NA,18,41,85,86,81,1,1,NA,NA,NA,NA,230,81,2
2005,2,5,4,4,NA,11,43,89,102,36,1,1,NA,NA,NA,NA,245,36,2,283,NA,5,25,57,71,122,1,2,NA,NA,NA,NA,158,122,3,NA,7,30,82,91,71,1,1,NA,NA,NA,NA,210,71,2
2005,2,6,1,1,NA,15,20,24,52,82,1,NA,NA,NA,NA,NA,111,82,1,194,NA,17,16,25,35,98,3,NA,NA,NA,NA,NA,93,98,3,NA,18,13,27,44,90,2,NA,NA,NA,NA,NA,102,90,2
2005,2,6,1,2,NA,12,30,50,59,69,NA,NA,NA,NA,NA,NA,151,69,NA,220,NA,16,28,39,47,89,1,NA,NA,NA,NA,NA,130,89,1,NA,17,26,46,49,80,2,NA,NA,NA,NA,NA,138,80,2
2005,2,6,1,3,NA,9,15,37,46,21,NA,NA,NA,NA,NA,NA,107,21,NA,128,NA,7,16,29,31,45,NA,NA,NA,NA,NA,NA,83,45,NA,NA,13,22,21,37,35,NA,NA,NA,NA,NA,NA,93,35,NA
2005,2,6,1,4,NA,2,17,25,12,12,NA,NA,NA,NA,NA,NA,56,12,NA,68,NA,3,9,15,17,24,NA,NA,NA,NA,NA,NA,44,24,NA,NA,4,13,18,12,21,NA,NA,NA,NA,NA,NA,47,21,NA
2005,2,6,2,1,NA,5,15,32,55,55,NA,1,NA,NA,NA,NA,107,55,1,163,NA,5,13,23,43,77,NA,2,NA,NA,NA,NA,84,77,2,NA,6,9,30,46,70,1,1,NA,NA,NA,NA,91,70,2
2005,2,6,2,2,NA,16,34,83,123,100,2,1,NA,NA,NA,NA,256,100,3,359,NA,17,29,58,89,166,NA,NA,NA,NA,NA,NA,193,166,NA,NA,18,38,71,99,131,2,NA,NA,NA,NA,NA,226,131,2
2005,2,6,2,3,NA,13,53,101,133,95,1,NA,NA,NA,NA,NA,300,95,1,396,NA,13,47,65,97,174,NA,NA,NA,NA,NA,NA,222,174,NA,NA,11,61,91,122,111,NA,NA,NA,NA,NA,NA,285,111,NA
2005,2,6,2,4,NA,11,50,96,118,50,NA,NA,NA,NA,NA,NA,275,50,NA,325,NA,7,28,66,90,134,NA,NA,NA,NA,NA,NA,191,134,NA,NA,8,43,96,104,74,NA,NA,NA,NA,NA,NA,251,74,NA
2005,2,6,3,1,NA,1,2,8,14,8,NA,NA,NA,NA,NA,NA,25,8,NA,33,NA,1,1,9,10,12,NA,NA,NA,NA,NA,NA,21,12,NA,NA,1,3,10,10,9,NA,NA,NA,NA,NA,NA,24,9,NA
2005,2,6,3,2,NA,8,13,40,48,32,1,1,NA,NA,NA,NA,109,32,2,143,NA,7,10,21,39,65,NA,1,NA,NA,NA,NA,77,65,1,NA,6,13,30,49,44,NA,1,NA,NA,NA,NA,98,44,1
2005,2,6,3,3,NA,9,22,48,64,37,1,NA,NA,NA,NA,NA,143,37,1,181,NA,2,21,26,43,88,1,NA,NA,NA,NA,NA,92,88,1,NA,7,30,30,60,53,1,NA,NA,NA,NA,NA,127,53,1
2005,2,6,3,4,NA,2,26,61,81,47,NA,NA,NA,NA,NA,NA,170,47,NA,217,NA,3,9,29,57,119,NA,NA,NA,NA,NA,NA,98,119,NA,NA,4,20,57,68,68,NA,NA,NA,NA,NA,NA,149,68,NA
2005,2,6,4,1,NA,NA,3,2,5,3,NA,NA,NA,NA,NA,NA,10,3,NA,13,NA,NA,2,1,4,6,NA,NA,NA,NA,NA,NA,7,6,NA,NA,1,3,2,1,6,NA,NA,NA,NA,NA,NA,7,6,NA
2005,2,6,4,2,NA,3,8,21,24,21,NA,NA,NA,NA,NA,NA,56,21,NA,77,NA,6,3,20,14,34,NA,NA,NA,NA,NA,NA,43,34,NA,NA,7,4,21,24,21,NA,NA,NA,NA,NA,NA,56,21,NA
2005,2,6,4,3,NA,3,18,41,41,37,NA,NA,NA,NA,NA,NA,103,37,NA,140,NA,4,8,22,37,69,NA,NA,NA,NA,NA,NA,71,69,NA,NA,7,14,29,38,51,1,NA,NA,NA,NA,NA,88,51,1
2005,2,6,4,4,NA,5,37,98,135,55,1,NA,NA,NA,NA,NA,275,55,1,331,NA,1,14,54,91,171,NA,NA,NA,NA,NA,NA,160,171,NA,NA,4,22,81,119,105,NA,NA,NA,NA,NA,NA,226,105,NA
2005,2,7,1,1,NA,44,61,103,123,200,5,1,NA,NA,NA,NA,331,200,6,537,NA,40,50,74,101,266,5,1,NA,NA,NA,NA,265,266,6,NA,39,67,92,126,206,6,1,NA,NA,NA,NA,324,206,7
2005,2,7,1,2,NA,39,49,145,183,167,2,3,NA,NA,NA,NA,416,167,5,588,NA,33,42,112,119,279,1,2,NA,NA,NA,NA,306,279,3,NA,37,47,128,150,223,1,2,NA,NA,NA,NA,362,223,3
2005,2,7,1,3,NA,19,43,66,81,56,NA,1,NA,NA,NA,NA,209,56,1,266,NA,17,34,46,63,105,1,NA,NA,NA,NA,NA,160,105,1,NA,12,37,57,74,84,1,1,NA,NA,NA,NA,180,84,2
2005,2,7,1,4,NA,8,20,28,29,22,NA,1,NA,NA,NA,NA,85,22,1,108,NA,6,16,18,18,49,NA,1,NA,NA,NA,NA,58,49,1,NA,11,11,24,26,35,NA,1,NA,NA,NA,NA,72,35,1
2005,2,7,2,1,NA,16,32,84,121,151,1,6,NA,NA,NA,NA,253,151,7,411,NA,14,28,67,79,217,1,5,NA,NA,NA,NA,188,217,6,NA,21,32,74,90,187,1,6,NA,NA,NA,NA,217,187,7
2005,2,7,2,2,NA,28,86,206,416,275,2,5,NA,1,NA,NA,736,275,8,1019,NA,17,59,139,205,592,2,4,NA,1,NA,NA,420,592,7,NA,30,83,203,313,379,4,6,NA,1,NA,NA,629,379,11
2005,2,7,2,3,NA,30,71,164,274,153,2,1,NA,NA,NA,NA,539,153,3,695,NA,15,61,110,157,349,2,1,NA,NA,NA,NA,343,349,3,NA,23,62,149,229,229,2,1,NA,NA,NA,NA,463,229,3
2005,2,7,2,4,NA,15,43,109,163,81,1,1,NA,NA,NA,NA,330,81,2,413,NA,10,25,65,95,217,NA,1,NA,NA,NA,NA,195,217,1,NA,12,32,99,151,117,1,1,NA,NA,NA,NA,294,117,2
2005,2,7,3,1,NA,6,6,22,28,20,2,NA,NA,NA,NA,NA,62,20,2,84,NA,5,10,14,16,36,3,NA,NA,NA,NA,NA,45,36,3,NA,5,7,20,23,26,3,NA,NA,NA,NA,NA,55,26,3
2005,2,7,3,2,NA,10,33,91,178,127,1,NA,NA,NA,NA,NA,312,127,1,440,NA,7,19,42,98,274,NA,NA,NA,NA,NA,NA,166,274,NA,NA,7,32,78,151,171,1,NA,NA,NA,NA,NA,268,171,1
2005,2,7,3,3,NA,12,52,134,162,109,1,NA,NA,NA,NA,NA,360,109,1,470,NA,9,27,75,103,256,NA,NA,NA,NA,NA,NA,214,256,NA,NA,10,48,109,157,144,1,1,NA,NA,NA,NA,324,144,2
2005,2,7,3,4,NA,3,50,105,152,78,2,2,NA,NA,NA,NA,310,78,4,392,NA,7,19,53,86,227,NA,NA,NA,NA,NA,NA,165,227,NA,NA,7,21,94,146,123,NA,1,NA,NA,NA,NA,268,123,1
2005,2,7,4,1,NA,1,2,8,13,16,NA,1,NA,NA,NA,NA,24,16,1,41,NA,1,3,3,6,28,NA,NA,NA,NA,NA,NA,13,28,NA,NA,NA,4,6,9,22,NA,NA,NA,NA,NA,NA,19,22,NA
2005,2,7,4,2,NA,8,26,81,150,124,NA,1,NA,NA,NA,NA,265,124,1,390,NA,4,10,51,78,246,NA,1,NA,NA,NA,NA,143,246,1,NA,6,23,77,117,166,NA,1,NA,NA,NA,NA,223,166,1
2005,2,7,4,3,NA,9,35,138,197,119,1,1,NA,NA,NA,NA,379,119,2,500,NA,5,22,54,95,322,2,NA,NA,NA,NA,NA,176,322,2,NA,6,39,96,165,194,NA,NA,NA,NA,NA,NA,306,194,NA
2005,2,7,4,4,NA,14,96,276,356,193,NA,1,NA,1,NA,NA,742,193,2,937,NA,5,35,118,195,581,1,1,NA,1,NA,NA,353,581,3,NA,5,61,209,341,318,1,1,NA,1,NA,NA,616,318,3
2006,1,1,1,5,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,NA,532,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,NA
2006,1,1,2,5,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA,1056,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA
2006,1,1,3,5,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,NA,NA,559,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,NA,NA
2006,1,1,4,5,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,NA,NA,NA,815,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,NA,NA,NA,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,NA,NA,NA
2006,1,2,1,5,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,528,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA
2006,1,2,2,5,1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,NA,NA,NA,1091,1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,NA,NA,NA,1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,NA,NA,NA
2006,1,2,3,5,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,NA,NA,NA,631,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,NA,NA,NA,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,NA,NA,NA
2006,1,2,4,5,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964,NA,NA,NA,964,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964,NA,NA,NA,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964,NA,NA,NA
2006,1,3,1,5,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,496,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA
2006,1,3,2,5,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1044,NA,NA,1,1045,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1044,NA,NA,1,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1044,NA,NA,1
2006,1,3,3,5,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NA,NA,NA,582,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NA,NA,NA,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NA,NA,NA
2006,1,3,4,5,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,NA,NA,NA,1021,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,NA,NA,NA
2006,1,4,1,1,NA,26,27,57,74,151,2,5,NA,NA,NA,NA,184,151,7,342,NA,22,28,42,54,189,3,4,NA,NA,NA,NA,146,189,7,NA,25,20,44,67,178,4,4,NA,NA,NA,NA,156,178,8
2006,1,4,1,2,NA,17,44,108,169,159,4,1,NA,NA,NA,NA,338,159,5,502,NA,21,47,72,101,257,3,1,NA,NA,NA,NA,241,257,4,NA,26,44,93,118,215,5,1,NA,NA,NA,NA,281,215,6
2006,1,4,1,3,NA,12,28,92,129,60,2,4,NA,NA,NA,NA,261,60,6,327,NA,15,20,49,77,162,1,3,NA,NA,NA,NA,161,162,4,NA,15,30,64,101,112,1,4,NA,NA,NA,NA,210,112,5
2006,1,4,1,4,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA
2006,1,4,2,1,NA,19,24,64,108,152,4,4,NA,NA,NA,NA,215,152,8,375,NA,27,19,50,69,203,4,3,NA,NA,NA,NA,165,203,7,NA,18,31,61,71,187,4,3,NA,NA,NA,NA,181,187,7
2006,1,4,2,2,NA,10,41,105,144,159,6,6,NA,NA,NA,NA,300,159,12,471,NA,16,44,70,98,235,4,4,NA,NA,NA,NA,228,235,8,NA,18,49,81,102,213,5,3,NA,NA,NA,NA,250,213,8
2006,1,4,2,3,NA,5,16,41,71,56,NA,NA,NA,2,NA,NA,133,56,2,191,NA,4,15,26,41,103,NA,NA,NA,2,NA,NA,86,103,2,NA,7,16,47,36,83,NA,NA,NA,2,NA,NA,106,83,2
2006,1,4,3,1,NA,5,14,28,56,52,1,2,NA,NA,NA,NA,103,52,3,158,NA,8,13,20,36,79,1,1,NA,NA,NA,NA,77,79,2,NA,5,12,29,43,66,2,1,NA,NA,NA,NA,89,66,3
2006,1,4,3,2,NA,6,18,46,67,84,2,NA,NA,NA,NA,NA,137,84,2,223,NA,7,19,23,41,131,2,NA,NA,NA,NA,NA,90,131,2,NA,9,15,36,62,99,2,NA,NA,NA,NA,NA,122,99,2
2006,1,4,3,3,NA,3,10,26,46,39,1,NA,NA,NA,NA,NA,85,39,1,125,NA,3,7,20,28,66,1,NA,NA,NA,NA,NA,58,66,1,NA,1,12,26,31,54,1,NA,NA,NA,NA,NA,70,54,1
2006,1,4,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
2006,1,4,4,1,NA,6,17,44,90,67,3,2,NA,NA,NA,NA,157,67,5,229,NA,11,22,31,44,120,1,NA,NA,NA,NA,NA,108,120,1,NA,11,17,52,62,86,1,NA,NA,NA,NA,NA,142,86,1
2006,1,4,4,2,NA,3,16,69,108,116,1,2,NA,NA,NA,NA,196,116,3,315,NA,6,22,33,58,193,NA,3,NA,NA,NA,NA,119,193,3,NA,5,20,54,89,144,NA,3,NA,NA,NA,NA,168,144,3
2006,1,4,4,3,NA,3,24,62,68,58,NA,1,NA,NA,NA,NA,157,58,1,216,NA,4,19,35,57,100,NA,1,NA,NA,NA,NA,115,100,1,NA,8,29,54,56,68,NA,1,NA,NA,NA,NA,147,68,1
2006,1,4,4,4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA
2006,1,5,1,1,NA,23,23,52,88,171,6,3,NA,NA,NA,NA,186,171,9,366,NA,25,24,48,67,195,5,2,NA,NA,NA,NA,164,195,7,NA,19,27,56,52,203,6,3,NA,NA,NA,NA,154,203,9
2006,1,5,1,2,NA,19,32,83,94,160,3,5,NA,NA,NA,NA,228,160,8,396,NA,23,27,60,76,204,3,3,NA,NA,NA,NA,186,204,6,NA,25,37,62,75,190,4,3,NA,NA,NA,NA,199,190,7
2006,1,5,1,3,NA,14,52,132,184,131,2,2,NA,NA,NA,NA,382,131,4,517,NA,14,39,80,130,252,1,1,NA,NA,NA,NA,263,252,2,NA,17,52,123,158,164,2,1,NA,NA,NA,NA,350,164,3
2006,1,5,1,4,NA,6,42,61,105,50,1,NA,NA,NA,NA,NA,214,50,1,265,NA,5,18,32,61,147,2,NA,NA,NA,NA,NA,116,147,2,NA,10,28,58,82,86,1,NA,NA,NA,NA,NA,178,86,1
2006,1,5,2,1,NA,26,28,66,99,167,5,2,NA,NA,NA,NA,219,167,7,393,NA,33,25,47,72,210,4,2,NA,NA,NA,NA,177,210,6,NA,22,33,63,84,186,4,1,NA,NA,NA,NA,202,186,5
2006,1,5,2,2,NA,28,60,120,271,301,3,6,NA,NA,NA,NA,479,301,9,789,NA,36,42,76,176,450,2,7,NA,NA,NA,NA,330,450,9,NA,35,54,118,207,365,3,7,NA,NA,NA,NA,414,365,10
2006,1,5,2,3,NA,15,56,128,183,174,4,1,NA,NA,NA,NA,382,174,5,561,NA,20,36,80,128,293,3,1,NA,NA,NA,NA,264,293,4,NA,23,61,105,150,218,3,1,NA,NA,NA,NA,339,218,4
2006,1,5,2,4,NA,6,36,75,116,55,NA,NA,NA,NA,NA,NA,233,55,NA,288,NA,1,14,43,63,165,2,NA,NA,NA,NA,NA,121,165,2,NA,6,29,62,101,89,1,NA,NA,NA,NA,NA,198,89,1
2006,1,5,3,1,NA,1,6,14,18,42,NA,NA,NA,NA,NA,NA,39,42,NA,81,NA,1,7,9,14,50,NA,NA,NA,NA,NA,NA,31,50,NA,NA,4,7,11,13,46,NA,NA,NA,NA,NA,NA,35,46,NA
2006,1,5,3,2,NA,4,19,60,77,91,3,NA,NA,NA,NA,NA,160,91,3,254,NA,10,9,42,48,143,2,NA,NA,NA,NA,NA,109,143,2,NA,11,10,49,68,114,2,NA,NA,NA,NA,NA,138,114,2
2006,1,5,3,3,NA,6,25,55,73,76,NA,1,NA,NA,NA,NA,159,76,1,236,NA,6,16,35,49,128,1,1,NA,NA,NA,NA,106,128,2,NA,13,22,48,58,92,2,1,NA,NA,NA,NA,141,92,3
2006,1,5,3,4,NA,2,12,36,59,34,NA,1,NA,NA,NA,NA,109,34,1,144,NA,1,10,13,33,86,NA,1,NA,NA,NA,NA,57,86,1,NA,4,16,30,54,39,NA,1,NA,NA,NA,NA,104,39,1
2006,1,5,4,1,NA,7,2,8,22,30,NA,NA,NA,NA,NA,NA,39,30,NA,69,NA,5,7,5,13,39,NA,NA,NA,NA,NA,NA,30,39,NA,NA,5,5,12,10,36,1,NA,NA,NA,NA,NA,32,36,1
2006,1,5,4,2,NA,13,16,39,70,79,2,NA,NA,NA,NA,NA,138,79,2,219,NA,12,12,30,43,120,2,NA,NA,NA,NA,NA,97,120,2,NA,11,19,28,62,97,2,NA,NA,NA,NA,NA,120,97,2
2006,1,5,4,3,NA,4,26,98,124,75,NA,2,NA,NA,NA,NA,252,75,2,329,NA,3,27,56,82,159,NA,2,NA,NA,NA,NA,168,159,2,NA,6,33,79,102,107,NA,2,NA,NA,NA,NA,220,107,2
2006,1,5,4,4,NA,3,14,51,76,46,1,NA,NA,NA,NA,NA,144,46,1,191,NA,4,9,25,46,107,NA,NA,NA,NA,NA,NA,84,107,NA,NA,3,18,46,65,59,NA,NA,NA,NA,NA,NA,132,59,NA
2006,1,6,1,1,NA,15,14,25,44,79,6,3,NA,NA,NA,NA,98,79,9,186,NA,12,15,25,39,86,6,3,NA,NA,NA,NA,91,86,9,NA,17,12,35,36,75,8,3,NA,NA,NA,NA,100,75,11
2006,1,6,1,2,NA,8,17,24,25,53,2,1,NA,NA,NA,NA,74,53,3,130,NA,14,14,15,15,69,3,NA,NA,NA,NA,NA,58,69,3,NA,12,17,16,21,61,3,NA,NA,NA,NA,NA,66,61,3
2006,1,6,1,3,NA,5,6,16,24,26,NA,NA,NA,NA,NA,NA,51,26,NA,77,NA,5,5,15,12,40,NA,NA,NA,NA,NA,NA,37,40,NA,NA,4,5,20,16,32,NA,NA,NA,NA,NA,NA,45,32,NA
2006,1,6,1,4,NA,5,8,15,21,14,1,NA,NA,NA,NA,NA,49,14,1,64,NA,1,3,13,14,32,1,NA,NA,NA,NA,NA,31,32,1,NA,4,8,21,15,15,1,NA,NA,NA,NA,NA,48,15,1
