"hryear4","prtage","hufaminc","pesex","avg_net_use","n"
2017,7,2,2,67.3245614035088,456
2017,7,3,1,64.7058823529412,544
2017,7,3,2,64.5390070921986,846
2017,7,4,1,64.9032258064516,775
2017,7,4,2,64.7419072615923,1143
2017,7,5,1,67.5675675675676,703
2017,7,5,2,66.9634025717112,1011
2017,7,6,1,69.6127946127946,1188
2017,7,6,2,73.053152039555,1618
2017,7,7,1,75.4342431761787,1612
2017,7,7,2,75.8637008991955,2113
2017,7,8,1,78.5900783289817,1532
2017,7,8,2,78.0072276716572,1937
2017,7,9,1,81.5804117974402,1797
2017,7,9,2,82.3173569101908,2149
2017,7,10,1,83.6101882613511,1806
2017,7,10,2,83.5170100622904,2087
2017,7,11,1,88.6963074604371,2654
2017,7,11,2,88.6184210526316,3040
2017,7,12,1,90.2560455192034,2812
2017,7,12,2,90.732829444627,3043
2017,7,13,1,92.0248715869154,3699
2017,7,13,2,92.1624418003104,3866
2017,7,14,1,93.37822671156,4455
2017,7,14,2,93.2011331444759,4589
2017,7,15,1,93.1538911644236,5127
2017,7,15,2,93.086133642333,5178
2017,7,16,1,93.9341042984944,4583
2017,7,16,2,93.7153009105041,4503
2017,NA,1,1,70.0787401574803,381
2017,NA,1,2,74.054054054054,370
2017,NA,2,1,72.6829268292683,205
2017,NA,2,2,77.4647887323944,213
2017,NA,3,1,75.9336099585062,241
2017,NA,3,2,71.875,192
2017,NA,4,1,72.6973684210526,304
2017,NA,4,2,75.609756097561,287
2017,NA,5,1,79.1808873720137,293
2017,NA,5,2,76.5625,256
2017,NA,6,1,79.2975970425139,541
2017,NA,6,2,74.5762711864407,472
2017,NA,7,1,75,680
2017,NA,7,2,77.0958083832335,668
2017,NA,8,1,82.4367088607595,632
2017,NA,8,2,77.6377952755905,635
2017,NA,9,1,77.6439089692102,747
2017,NA,9,2,79.6116504854369,721
2017,NA,10,1,77.9452054794521,730
2017,NA,10,2,78.5511363636364,704
2017,NA,11,1,80.3149606299213,1143
2017,NA,11,2,80.9872029250457,1094
2017,NA,12,1,77.5700934579439,1177
2017,NA,12,2,81.7298347910593,1029
2017,NA,13,1,82.5892857142857,1568
2017,NA,13,2,81.2455767869781,1413
2017,NA,14,1,80.3384768541563,2009
2017,NA,14,2,81.5614617940199,1806
2017,NA,15,1,80.9785093735711,2187
2017,NA,15,2,82.5023518344309,2126
2017,NA,16,1,81.6983894582723,2049
2017,NA,16,2,83.6197636949517,1862
2017,NA,NA,NA,0,19894
2019,4,1,1,81.8181818181818,77
2019,4,1,2,80.9523809523809,84
2019,4,2,1,85.1851851851852,27
2019,4,2,2,93.3333333333333,30
2019,4,3,1,91.304347826087,46
2019,4,3,2,91.8918918918919,37
2019,4,4,1,97.2972972972973,37
2019,4,4,2,90.625,64
2019,4,5,1,88.0952380952381,42
2019,4,5,2,90.625,32
2019,4,6,1,89.7058823529412,68
2019,4,6,2,90.4761904761905,42
2019,4,7,1,91.0714285714286,56
2019,4,7,2,89.3333333333333,75
2019,4,8,1,92.5,80
2019,4,8,2,90,70
2019,4,9,1,93.2692307692308,104
2019,4,9,2,87.5,88
2019,4,10,1,88.4615384615385,130
2019,4,10,2,91.743119266055,109
2019,4,11,1,95.8333333333333,144
2019,4,11,2,93.4426229508197,122
2019,4,12,1,96.5116279069768,172
2019,4,12,2,94.4444444444444,162
2019,4,13,1,92.1465968586387,191
2019,4,13,2,91.8238993710692,159
2019,4,14,1,93.9393939393939,297
2019,4,14,2,90.7949790794979,239
2019,4,15,1,91.1174785100286,349
2019,4,15,2,89.7959183673469,294
2019,4,16,1,94.5017182130584,291
2019,4,16,2,96.1805555555556,288
2019,5,1,1,83.6206896551724,116
2019,5,1,2,85.4166666666667,144
2019,5,2,1,91.0714285714286,56
2019,5,2,2,82.258064516129,62
2019,5,3,1,83.3333333333333,48
2019,5,3,2,93.1034482758621,58
2019,5,4,1,90.1639344262295,61
2019,5,4,2,90.1098901098901,91
2019,5,5,1,98.2758620689655,58
2019,5,5,2,91.4285714285714,70
2019,5,6,1,91.1764705882353,102
2019,5,6,2,95.0980392156863,102
2019,5,7,1,83.3333333333333,138
2019,5,7,2,90.2097902097902,143
2019,5,8,1,87.8378378378378,148
2019,5,8,2,89.7435897435898,156
2019,5,9,1,92.3497267759563,183
2019,5,9,2,92.5373134328358,201
2019,5,10,1,85.8757062146893,177
2019,5,10,2,91.7098445595855,193
2019,5,11,1,95.9558823529412,272
2019,5,11,2,93.6802973977695,269
2019,5,12,1,92.4242424242424,264
2019,5,12,2,90.7630522088353,249
2019,5,13,1,91.8918918918919,333
2019,5,13,2,92.0353982300885,339
2019,5,14,1,91.7040358744395,446
2019,5,14,2,94.3502824858757,354
2019,5,15,1,93.0337078651685,445
2019,5,15,2,94.4903581267218,363
2019,5,16,1,91.4004914004914,407
2019,5,16,2,92.5925925925926,324
2019,6,1,1,83.7037037037037,135
2019,6,1,2,93.956043956044,182
2019,6,2,1,79.2452830188679,53
2019,6,2,2,89.873417721519,79
2019,6,3,1,88.8888888888889,63
2019,6,3,2,91.9540229885057,87
2019,6,4,1,84.4444444444444,90
2019,6,4,2,92.0353982300885,113
2019,6,5,1,84.2857142857143,70
2019,6,5,2,86.9565217391304,92
2019,6,6,1,87.8571428571429,140
2019,6,6,2,85.9872611464968,157
2019,6,7,1,91.5492957746479,213
2019,6,7,2,91.9491525423729,236
2019,6,8,1,91.4179104477612,268
2019,6,8,2,88.6075949367088,316
2019,6,9,1,89.7106109324759,311
2019,6,9,2,91.7582417582418,364
2019,6,10,1,90.2631578947368,380
2019,6,10,2,92.0765027322404,366
2019,6,11,1,90.5027932960894,537
2019,6,11,2,90.6422018348624,545
2019,6,12,1,94.1463414634146,615
2019,6,12,2,94.7189097103918,587
2019,6,13,1,90.1477832512315,812
2019,6,13,2,92.0096852300242,826
2019,6,14,1,92,1025
2019,6,14,2,93.0799220272905,1026
2019,6,15,1,93.6962750716332,1047
2019,6,15,2,93.5245143385754,1081
2019,6,16,1,93.8775510204082,833
2019,6,16,2,94.9074074074074,864
2019,7,1,1,72.0558882235529,501
2019,7,1,2,71.6666666666667,600
2019,7,2,1,74.1935483870968,248
2019,7,2,2,77.8393351800554,361
2019,7,3,1,65.5011655011655,429
2019,7,3,2,66.3934426229508,610
2019,7,4,1,68.3229813664596,644
2019,7,4,2,69.2307692307692,962
2019,7,5,1,70.4968944099379,644
2019,7,5,2,68.3914510686164,889
2019,7,6,1,73.9176346356917,947
2019,7,6,2,74.6212121212121,1320
2019,7,7,1,76.1689291101056,1326
2019,7,7,2,76.2478485370052,1743
2019,7,8,1,79.8312883435583,1304
2019,7,8,2,79.8235294117647,1700
2019,7,9,1,82.7333740085418,1639
2019,7,9,2,83.6567926455567,1958
2019,7,10,1,83.5530445699937,1593
2019,7,10,2,86.7067833698031,1828
2019,7,11,1,89.1635764318088,2427
2019,7,11,2,90.8600215905002,2779
2019,7,12,1,91.0281093569503,2597
2019,7,12,2,91.4398280802292,2792
2019,7,13,1,92.1996413628213,3346
2019,7,13,2,92.1968461120174,3678
2019,7,14,1,92.6016987036209,4474
2019,7,14,2,92.4287537218205,4702
2019,7,15,1,93.5998462425524,5203
2019,7,15,2,93.8014157260379,5227
2019,7,16,1,94.2940038684719,5170
2019,7,16,2,94.3656498931416,5147
2019,NA,1,1,71.4285714285714,266
2019,NA,1,2,72.9411764705882,255
2019,NA,2,1,82.7067669172932,133
2019,NA,2,2,78.9855072463768,138
2019,NA,3,1,76.6666666666667,180
2019,NA,3,2,78.9115646258503,147
2019,NA,4,1,81.2765957446808,235
2019,NA,4,2,80.7174887892377,223
2019,NA,5,1,80.6930693069307,202
2019,NA,5,2,75.8793969849246,199
2019,NA,6,1,78.8571428571429,350
2019,NA,6,2,77.4774774774775,333
2019,NA,7,1,76.6666666666667,480
2019,NA,7,2,78.9356984478936,451
2019,NA,8,1,77.8745644599303,574
2019,NA,8,2,73.6526946107784,501
2019,NA,9,1,76.2640449438202,712
2019,NA,9,2,79.7317436661699,671
2019,NA,10,1,76.9230769230769,650
2019,NA,10,2,80.1381692573402,579
2019,NA,11,1,78.6802030456853,985
2019,NA,11,2,80.0884955752212,904
2019,NA,12,1,81.9755600814664,982
2019,NA,12,2,79.1666666666667,960
2019,NA,13,1,80.1063022019742,1317
2019,NA,13,2,78.3980582524272,1236
2019,NA,14,1,81.9263456090652,1765
2019,NA,14,2,81.7210682492582,1685
2019,NA,15,1,83.6552048987282,2123
2019,NA,15,2,82.6903553299492,1970
2019,NA,16,1,83.2553788587465,2138
2019,NA,16,2,83.2208293153327,2074
2019,NA,NA,NA,0,20753
2021,4,1,1,77.0491803278689,61
2021,4,1,2,93.6170212765958,47
2021,4,2,1,87.5,16
2021,4,2,2,95.4545454545455,22
2021,4,3,1,96.2962962962963,27
2021,4,3,2,89.6551724137931,29
2021,4,4,1,93.3333333333333,30
2021,4,4,2,70.5882352941177,34
2021,4,5,1,94.1176470588235,17
2021,4,5,2,95.8333333333333,24
2021,4,6,1,84,50
2021,4,6,2,86.2745098039216,51
2021,4,7,1,87.1428571428571,70
2021,4,7,2,98.1481481481482,54
2021,4,8,1,90.7692307692308,65
2021,4,8,2,91.4285714285714,70
2021,4,9,1,96.5116279069768,86
2021,4,9,2,92.3076923076923,78
2021,4,10,1,89.7435897435898,78
2021,4,10,2,91.9540229885057,87
2021,4,11,1,94.2857142857143,140
2021,4,11,2,94.0677966101695,118
2021,4,12,1,91.4893617021277,141
2021,4,12,2,96.2264150943396,106
2021,4,13,1,90.9090909090909,165
2021,4,13,2,93.8356164383562,146
2021,4,14,1,89.0625,192
2021,4,14,2,93.1818181818182,176
2021,4,15,1,89.2430278884462,251
2021,4,15,2,94.0677966101695,236
2021,4,16,1,95.3947368421053,304
2021,4,16,2,95.3307392996109,257
2021,5,1,1,89.247311827957,93
2021,5,1,2,91.9191919191919,99
2021,5,2,1,86.3636363636364,44
2021,5,2,2,88.2352941176471,51
2021,5,3,1,92,25
2021,5,3,2,95.2380952380952,42
2021,5,4,1,91.6666666666667,60
2021,5,4,2,80,55
2021,5,5,1,89.3617021276596,47
2021,5,5,2,91.6666666666667,48
2021,5,6,1,86.1111111111111,72
2021,5,6,2,84.0909090909091,88
2021,5,7,1,91.4529914529915,117
2021,5,7,2,92.5,120
2021,5,8,1,89.344262295082,122
2021,5,8,2,91.9354838709677,124
2021,5,9,1,90.6432748538012,171
2021,5,9,2,95.4545454545455,176
2021,5,10,1,92.948717948718,156
2021,5,10,2,92.3076923076923,169
2021,5,11,1,90.1960784313726,255
2021,5,11,2,95.6937799043062,209
2021,5,12,1,88.695652173913,230
2021,5,12,2,89.7119341563786,243
2021,5,13,1,90.8794788273616,307
2021,5,13,2,91.2121212121212,330
2021,5,14,1,92.9292929292929,396
2021,5,14,2,93.3526011560694,346
2021,5,15,1,92.9742388758782,427
2021,5,15,2,92.1739130434783,345
2021,5,16,1,95.5844155844156,385
2021,5,16,2,94.017094017094,351
2021,6,1,1,88.5416666666667,96
2021,6,1,2,89.4039735099338,151
2021,6,2,1,92.3076923076923,39
2021,6,2,2,89.2857142857143,56
2021,6,3,1,86.2745098039216,51
2021,6,3,2,94.9152542372881,59
2021,6,4,1,87.9310344827586,58
2021,6,4,2,91,100
2021,6,5,1,86.7924528301887,53
2021,6,5,2,85.9649122807018,57
2021,6,6,1,93.2203389830508,118
2021,6,6,2,89.6551724137931,145
2021,6,7,1,90.0584795321637,171
2021,6,7,2,92.9292929292929,198
2021,6,8,1,90.4761904761905,210
2021,6,8,2,90.4040404040404,198
2021,6,9,1,91.6376306620209,287
2021,6,9,2,91.3793103448276,290
2021,6,10,1,90.188679245283,265
2021,6,10,2,90.8,250
2021,6,11,1,89.5591647331786,431
2021,6,11,2,91.2556053811659,446
2021,6,12,1,92.3076923076923,494
2021,6,12,2,92.6147704590818,501
2021,6,13,1,92.6493108728943,653
2021,6,13,2,93.8271604938272,648
2021,6,14,1,92.6008968609866,892
2021,6,14,2,93.348623853211,872
2021,6,15,1,92.994923857868,985
2021,6,15,2,93.2781799379524,967
2021,6,16,1,93.5483870967742,837
2021,6,16,2,93.6435868331442,881
2021,7,1,1,76.8348623853211,436
2021,7,1,2,77.1375464684015,538
2021,7,2,1,81.3829787234042,188
2021,7,2,2,78.8135593220339,236
2021,7,3,1,70.9770114942529,348
2021,7,3,2,72.7069351230425,447
2021,7,4,1,70.3703703703704,540
2021,7,4,2,75.0649350649351,770
2021,7,5,1,74.7412008281573,483
2021,7,5,2,73.0407523510972,638
2021,7,6,1,76.905311778291,866
2021,7,6,2,78.5335689045936,1132
2021,7,7,1,79.7574626865672,1072
2021,7,7,2,80.3763440860215,1488
2021,7,8,1,85.2727272727273,1100
2021,7,8,2,85.8882521489971,1396
2021,7,9,1,84.9478390461997,1342
2021,7,9,2,86.1809045226131,1592
2021,7,10,1,85.7352941176471,1360
2021,7,10,2,85.8838226108682,1601
2021,7,11,1,90.0521080056845,2111
2021,7,11,2,90.3574397339983,2406
2021,7,12,1,91.8573943661972,2272
2021,7,12,2,91.7189952904239,2548
2021,7,13,1,92.2892392049349,2918
2021,7,13,2,91.7951881554596,3242
2021,7,14,1,92.2317813765182,3952
2021,7,14,2,92.5340990667624,4179
2021,7,15,1,92.9432782492184,4478
2021,7,15,2,92.7413984461709,4505
2021,7,16,1,93.3123524783635,5084
2021,7,16,2,93.546429293951,4943
2021,NA,1,1,77.3076923076923,260
2021,NA,1,2,73.2758620689655,232
2021,NA,2,1,69.7478991596639,119
2021,NA,2,2,72.972972972973,111
2021,NA,3,1,74.5762711864407,118
2021,NA,3,2,78.5714285714286,112
2021,NA,4,1,76.9230769230769,208
2021,NA,4,2,73.780487804878,164
2021,NA,5,1,70.0729927007299,137
2021,NA,5,2,76.7741935483871,155
2021,NA,6,1,84.1359773371105,353
2021,NA,6,2,76.8115942028985,276
2021,NA,7,1,78.9203084832905,389
2021,NA,7,2,82.3529411764706,391
2021,NA,8,1,79.1183294663573,431
2021,NA,8,2,80.3191489361702,376
2021,NA,9,1,79.6330275229358,545
2021,NA,9,2,79.746835443038,474
2021,NA,10,1,79.004329004329,462
2021,NA,10,2,77.3622047244095,508
2021,NA,11,1,82.2335025380711,788
2021,NA,11,2,80.1082543978349,739
2021,NA,12,1,77.0859277708593,803
2021,NA,12,2,80.6833114323259,761
2021,NA,13,1,82.4312333629104,1127
2021,NA,13,2,80.0186741363212,1071
2021,NA,14,1,79.5958279009126,1534
2021,NA,14,2,82.3255813953488,1505
2021,NA,15,1,81.1247216035635,1796
2021,NA,15,2,79.7891036906854,1707
2021,NA,16,1,81.5081652257445,2082
2021,NA,16,2,80.3176130895091,2078
2021,NA,NA,NA,0,24962
2023,4,1,1,92.8571428571429,56
2023,4,1,2,94.5945945945946,74
2023,4,2,1,100,15
2023,4,2,2,95,20
2023,4,3,1,80,10
2023,4,3,2,100,17
2023,4,4,1,92.3076923076923,26
2023,4,4,2,89.4736842105263,19
2023,4,5,1,90,20
2023,4,5,2,96.7741935483871,31
2023,4,6,1,92.5,40
2023,4,6,2,84.375,32
2023,4,7,1,94.5454545454545,55
2023,4,7,2,96.4912280701754,57
2023,4,8,1,97.2972972972973,37
2023,4,8,2,94.7368421052632,57
2023,4,9,1,95.4545454545455,66
2023,4,9,2,91.304347826087,69
2023,4,10,1,88.7323943661972,71
2023,4,10,2,94.7368421052632,57
2023,4,11,1,90.7407407407407,108
2023,4,11,2,94.5054945054945,91
2023,4,12,1,86.9158878504673,107
2023,4,12,2,95,120
2023,4,13,1,91.8518518518518,135
2023,4,13,2,95.9731543624161,149
2023,4,14,1,92.4444444444444,225
2023,4,14,2,96.2765957446808,188
2023,4,15,1,93.1034482758621,290
2023,4,15,2,93.5222672064777,247
2023,4,16,1,93.2330827067669,399
2023,4,16,2,94.6564885496183,393
2023,5,1,1,84.4444444444444,90
2023,5,1,2,96.7741935483871,93
2023,5,2,1,92.3076923076923,26
2023,5,2,2,91.4285714285714,35
2023,5,3,1,89.4736842105263,19
2023,5,3,2,90.3225806451613,31
2023,5,4,1,97.8260869565217,46
2023,5,4,2,95.4545454545455,44
2023,5,5,1,100,32
2023,5,5,2,96.875,32
2023,5,6,1,90.4761904761905,63
2023,5,6,2,96.7741935483871,62
2023,5,7,1,91.1111111111111,90
2023,5,7,2,89.4117647058824,85
2023,5,8,1,92.7710843373494,83
2023,5,8,2,94.059405940594,101
2023,5,9,1,89.9280575539568,139
2023,5,9,2,88.125,160
2023,5,10,1,94.8148148148148,135
2023,5,10,2,93.0232558139535,129
2023,5,11,1,94.8717948717949,234
2023,5,11,2,93.5344827586207,232
2023,5,12,1,93.6651583710407,221
2023,5,12,2,93.1506849315068,219
2023,5,13,1,94.5578231292517,294
2023,5,13,2,94.3181818181818,264
2023,5,14,1,93.9058171745152,361
2023,5,14,2,95.6756756756757,370
2023,5,15,1,94.2222222222222,450
2023,5,15,2,94.2857142857143,385
2023,5,16,1,95.4462659380692,549
2023,5,16,2,95.2380952380952,441
2023,6,1,1,85.7142857142857,112
2023,6,1,2,85.981308411215,107
2023,6,2,1,95,40
2023,6,2,2,85.7142857142857,28
2023,6,3,1,90.9090909090909,33
2023,6,3,2,91.6666666666667,48
2023,6,4,1,83.7209302325581,43
2023,6,4,2,93.4426229508197,61
2023,6,5,1,84.9056603773585,53
2023,6,5,2,89.1304347826087,46
2023,6,6,1,95.2380952380952,63
2023,6,6,2,91.4285714285714,105
2023,6,7,1,92.9577464788732,142
2023,6,7,2,93.4640522875817,153
2023,6,8,1,90.2439024390244,123
2023,6,8,2,93.75,176
2023,6,9,1,89.8989898989899,198
2023,6,9,2,90.4166666666667,240
2023,6,10,1,90.2654867256637,226
2023,6,10,2,89.7777777777778,225
2023,6,11,1,90.1808785529716,387
2023,6,11,2,92.9319371727749,382
2023,6,12,1,92.6267281105991,434
2023,6,12,2,93.0394431554524,431
2023,6,13,1,93.3125972006221,643
2023,6,13,2,93.3744221879815,649
2023,6,14,1,92.7485380116959,855
2023,6,14,2,92.5407925407925,858
2023,6,15,1,94.1286113699907,1073
2023,6,15,2,93.2352941176471,1020
2023,6,16,1,92.4956369982548,1146
2023,6,16,2,92.972972972973,1110
2023,7,1,1,77.0053475935829,374
2023,7,1,2,80.4040404040404,495
2023,7,2,1,85.1351351351351,148
2023,7,2,2,81.592039800995,201
2023,7,3,1,78.4615384615385,195
2023,7,3,2,81.4685314685315,286
2023,7,4,1,77.9545454545455,440
2023,7,4,2,78.9308176100629,636
2023,7,5,1,81.6326530612245,392
2023,7,5,2,78.0405405405405,592
2023,7,6,1,84.1091492776886,623
2023,7,6,2,81.25,928
2023,7,7,1,84.7126436781609,870
2023,7,7,2,83.1814415907208,1207
2023,7,8,1,84.1831425598335,961
2023,7,8,2,85.6579984239559,1269
2023,7,9,1,87.6279069767442,1075
2023,7,9,2,87.410071942446,1390
2023,7,10,1,88.1765195670275,1201
2023,7,10,2,87.9207920792079,1515
2023,7,11,1,90.3759398496241,1995
2023,7,11,2,91.8942349371478,2307
2023,7,12,1,91.5032679738562,1989
2023,7,12,2,92.0860215053764,2325
2023,7,13,1,93.5014204545455,2816
2023,7,13,2,94.0888308295232,3062
2023,7,14,1,93.0559236681686,3773
2023,7,14,2,92.8838951310861,4005
2023,7,15,1,93.7811980033278,4808
2023,7,15,2,93.8646555238484,4906
2023,7,16,1,93.5400932026354,6223
2023,7,16,2,93.718633640926,6177
2023,NA,1,1,77.7173913043478,184
2023,NA,1,2,70.9302325581395,172
2023,NA,2,1,78.7878787878788,66
2023,NA,2,2,77.1428571428572,70
2023,NA,3,1,82,100
2023,NA,3,2,84.7826086956522,92
2023,NA,4,1,84.9056603773585,106
2023,NA,4,2,80.8695652173913,115
2023,NA,5,1,78.125,96
2023,NA,5,2,84.2592592592593,108
2023,NA,6,1,81.1320754716981,212
2023,NA,6,2,86.2068965517241,203
2023,NA,7,1,78.525641025641,312
2023,NA,7,2,80.8441558441558,308
2023,NA,8,1,82.0945945945946,296
2023,NA,8,2,80.1369863013699,292
2023,NA,9,1,79.0865384615385,416
2023,NA,9,2,80.0995024875622,402
2023,NA,10,1,80.1295896328294,463
2023,NA,10,2,78.974358974359,390
2023,NA,11,1,78.743961352657,621
2023,NA,11,2,82.0063694267516,628
2023,NA,12,1,80.5135951661631,662
2023,NA,12,2,80.1574803149606,635
2023,NA,13,1,79.4291338582677,1016
2023,NA,13,2,81.8818818818819,999
2023,NA,14,1,79.6536796536797,1386
2023,NA,14,2,80.1087801087801,1287
2023,NA,15,1,82.0592823712949,1923
2023,NA,15,2,81.5401419989077,1831
2023,NA,16,1,81.033812670035,2573
2023,NA,16,2,82.5403225806452,2480
2023,NA,NA,NA,0,27283
